,0,1,2,3,4,5,6,7,8
0,100003491563,5,2121553,731529,0.99,2537,0.009,1462,0.001
,0,1,2,3,4,5,6,7,8
0,66075488299,5,102,68,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,42416371743,5,28818,7949,0.99,27,0.009,10,0.001
,0,1,2,3,4,5,6,7,8
0,10020652687695,5,60,52,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024388855564,5,804,173,0.97,4,0.03,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025276127619,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,70877664527,5,32,10,0.9,0,0.0,1,0.1
,0,1,2,3,4,5,6,7,8
0,10020190071321,5,10050,1419,0.97,19,0.021,14,0.009
,0,1,2,3,4,5,6,7,8
0,10025019770152,5,3,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10020198913628,4,17,5,0.83,0,0.0,1,0.17
,0,1,2,3,4,5,6,7,8
0,10022034248656,5,1413,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100016719594,5,1899,218,0.99,0,0.0,1,0.01
,0,1,2,3,4,5,6,7,8
0,10024384833925,5,810,179,0.97,4,0.03,0,0.0
,0,1,2,3,4,5,6,7,8
0,10022034248657,5,1413,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,529851,5,16399,10035,0.97,169,0.023,72,0.007
,0,1,2,3,4,5,6,7,8
0,10024048506451,5,30,5,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024800350553,5,2,2,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024987281416,5,81,36,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10022034248653,5,1413,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,42416371743,5,28818,7949,0.99,27,0.009,10,0.001
,0,1,2,3,4,5,6,7,8
0,27649651191,5,140,109,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,59533350755,5,109,32,0.91,1,0.028,2,0.062
,0,1,2,3,4,5,6,7,8
0,10024384833925,5,810,179,0.97,4,0.03,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024439235710,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100016938388,5,351447,61514,0.98,811,0.016,305,0.004
,0,1,2,3,4,5,6,7,8
0,46733624835,5,245,91,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,10022034248659,5,1413,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025019770152,5,3,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,71230918769,5,5,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,71503383866,5,162,26,0.96,1,0.04,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024635716121,5,4,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,65775485985,5,556,105,0.99,1,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025843783025,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,64493225801,5,64,7,0.87,1,0.13,0,0.0
,0,1,2,3,4,5,6,7,8
0,10020835862020,5,3033,754,0.95,19,0.03,16,0.02
,0,1,2,3,4,5,6,7,8
0,10024439217868,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023619649818,5,5055,962,0.99,6,0.007,3,0.003
,0,1,2,3,4,5,6,7,8
0,70877664529,5,32,10,0.9,0,0.0,1,0.1
,0,1,2,3,4,5,6,7,8
0,10025127167625,5,8,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10026378351094,5,11,2,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024048506451,5,30,5,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100010346344,5,10136,1846,0.98,16,0.014,13,0.006
,0,1,2,3,4,5,6,7,8
0,10021384540911,5,24,4,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,16239804286,5,44,28,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,21853631358,5,119,59,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,25611872145,5,1450,941,0.99,1,0.001,5,0.009
,0,1,2,3,4,5,6,7,8
0,66543326097,5,26,5,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,4284734,5,2665,1231,0.99,7,0.009,2,0.001
,0,1,2,3,4,5,6,7,8
0,61750798032,5,212,40,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025842610905,5,4,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025082622624,5,1,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1148210,5,102285,62507,0.98,551,0.016,282,0.004
,0,1,2,3,4,5,6,7,8
0,10020307080939,5,121,28,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024985151541,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024546796233,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,64554063226,5,1462,443,0.93,17,0.041,14,0.029
,0,1,2,3,4,5,6,7,8
0,10025259913356,5,70,9,0.9,0,0.0,1,0.1
,0,1,2,3,4,5,6,7,8
0,10020923797390,5,1146,505,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,72225182097,5,1810,313,0.96,10,0.034,2,0.006
,0,1,2,3,4,5,6,7,8
0,10024654297754,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,71615421229,5,8,3,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,27215746330,5,293,139,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100008534822,5,1194,191,0.97,3,0.025,1,0.005
,0,1,2,3,4,5,6,7,8
0,10023530639755,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024058539869,5,472,104,0.95,2,0.018,3,0.032
,0,1,2,3,4,5,6,7,8
0,71943491321,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,61128733487,5,4910,746,0.97,8,0.01,13,0.02
,0,1,2,3,4,5,6,7,8
0,10024058539867,5,472,104,0.95,2,0.018,3,0.032
,0,1,2,3,4,5,6,7,8
0,1372182381,5,1954,996,0.98,10,0.011,10,0.009
,0,1,2,3,4,5,6,7,8
0,10021770180197,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023286964575,5,27,9,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100008837670,5,7904,1853,0.97,30,0.022,17,0.008
,0,1,2,3,4,5,6,7,8
0,100013459220,5,232272,46537,0.99,196,0.009,74,0.001
,0,1,2,3,4,5,6,7,8
0,10020198913630,4,17,5,0.83,0,0.0,1,0.17
,0,1,2,3,4,5,6,7,8
0,19728741780,5,21,13,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023102556904,5,27,8,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,41481750797,5,360,110,0.95,1,0.008,4,0.042
,0,1,2,3,4,5,6,7,8
0,70643371313,5,2,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,19728741780,5,21,13,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025271467564,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,41481750797,5,360,110,0.95,1,0.008,4,0.042
,0,1,2,3,4,5,6,7,8
0,10025259913356,5,70,9,0.9,0,0.0,1,0.1
,0,1,2,3,4,5,6,7,8
0,100015490518,5,338,71,0.97,1,0.017,1,0.013
,0,1,2,3,4,5,6,7,8
0,10022976817490,5,714,155,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,64972995072,5,15,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023890494855,5,2,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,27354284520,5,1725,677,0.98,6,0.008,7,0.012
,0,1,2,3,4,5,6,7,8
0,59533350758,5,108,32,0.94,1,0.031,1,0.029
,0,1,2,3,4,5,6,7,8
0,10025980254191,5,64,39,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024985104021,5,1,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,65776322548,5,145,31,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,65987527341,5,917,254,0.96,3,0.011,6,0.029
,0,1,2,3,4,5,6,7,8
0,37697977089,5,1724,676,0.98,6,0.008,7,0.012
,0,1,2,3,4,5,6,7,8
0,10025864061009,5,101,94,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023286964576,5,27,9,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,71230918769,5,5,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,69099105469,5,175,47,0.94,1,0.02,2,0.04
,0,1,2,3,4,5,6,7,8
0,46015965904,5,3123,399,0.96,11,0.036,2,0.004
,0,1,2,3,4,5,6,7,8
0,10023286964575,5,27,9,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,72073621550,5,664,92,0.94,5,0.06,0,0.0
,0,1,2,3,4,5,6,7,8
0,71231861409,5,2,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,64409020043,5,7,2,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,63276732217,5,53,13,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100010058767,5,81,14,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024566456369,5,5049,957,0.99,6,0.007,3,0.003
,0,1,2,3,4,5,6,7,8
0,64348607105,5,684,134,0.99,1,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025877803301,5,2,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,31897280867,5,2320,507,0.98,6,0.013,4,0.007
,0,1,2,3,4,5,6,7,8
0,67315679069,5,4106,638,0.97,10,0.021,6,0.009
,0,1,2,3,4,5,6,7,8
0,10024923668302,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024057513133,5,4083,767,0.98,2,0.002,10,0.018
,0,1,2,3,4,5,6,7,8
0,2144022,5,3492,2449,0.99,12,0.006,10,0.004
,0,1,2,3,4,5,6,7,8
0,1372193166,5,140,66,0.98,0,0.0,1,0.02
,0,1,2,3,4,5,6,7,8
0,100009576721,5,23979,17672,0.99,120,0.008,45,0.002
,0,1,2,3,4,5,6,7,8
0,11963462939,5,119,59,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,18505120950,5,512,461,0.99,2,0.006,2,0.004
,0,1,2,3,4,5,6,7,8
0,19728494983,5,58,46,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,69099105467,5,175,47,0.94,1,0.02,2,0.04
,0,1,2,3,4,5,6,7,8
0,10024985104021,5,1,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,70881364452,5,243,133,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,11332684394,5,666,562,0.99,2,0.007,2,0.003
,0,1,2,3,4,5,6,7,8
0,10023586543836,5,2,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,69099105466,5,175,47,0.94,1,0.02,2,0.04
,0,1,2,3,4,5,6,7,8
0,100006143157,5,780,115,0.97,1,0.008,2,0.022
,0,1,2,3,4,5,6,7,8
0,10023306444674,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025279539219,5,6,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,67100602404,5,4321,649,0.97,11,0.026,3,0.004
,0,1,2,3,4,5,6,7,8
0,10024635716119,5,4,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023309078155,5,1,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10020923797389,5,1146,505,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10020579280840,5,1146,505,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024347417047,5,17,10,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10020579280841,5,1146,505,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,56294024439,5,175,47,0.94,1,0.02,2,0.04
,0,1,2,3,4,5,6,7,8
0,100006777914,5,207087,57100,0.99,168,0.009,77,0.001
,0,1,2,3,4,5,6,7,8
0,65000675869,5,2332,418,0.95,15,0.041,4,0.009
,0,1,2,3,4,5,6,7,8
0,10023516480247,5,133,24,0.88,2,0.083,1,0.037
,0,1,2,3,4,5,6,7,8
0,10022976817490,5,714,155,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100006777914,5,207087,57100,0.99,168,0.009,77,0.001
,0,1,2,3,4,5,6,7,8
0,65000675869,5,2332,418,0.95,15,0.041,4,0.009
,0,1,2,3,4,5,6,7,8
0,1372193166,5,140,66,0.98,0,0.0,1,0.02
,0,1,2,3,4,5,6,7,8
0,10023516480247,5,133,24,0.88,2,0.083,1,0.037
,0,1,2,3,4,5,6,7,8
0,10020386294232,5,1339,164,0.98,2,0.015,1,0.005
,0,1,2,3,4,5,6,7,8
0,10022264676824,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023586543836,5,2,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,11077502439,5,310,212,0.98,4,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,18265323912,5,102,68,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,19728494983,5,58,46,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,66223791164,5,102,68,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,100017182608,5,7904,1853,0.97,30,0.022,17,0.008
,0,1,2,3,4,5,6,7,8
0,10023309078155,5,1,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,18265323913,5,102,68,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,66223791165,5,102,68,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023695435038,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,66223791166,5,102,68,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,50240959536,5,4,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,32345223370,5,119,59,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023306444674,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,40736176247,5,800,182,0.98,2,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,69099105468,5,175,47,0.94,1,0.02,2,0.04
,0,1,2,3,4,5,6,7,8
0,100016594910,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025279539219,5,6,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,69099105465,5,175,47,0.94,1,0.02,2,0.04
,0,1,2,3,4,5,6,7,8
0,69099105464,5,175,47,0.94,1,0.02,2,0.04
,0,1,2,3,4,5,6,7,8
0,100017151994,5,205,17,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100008534812,5,428,86,0.95,2,0.028,2,0.022
,0,1,2,3,4,5,6,7,8
0,10025106942791,5,1,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,70881364452,5,243,133,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100004497718,5,101710,51525,0.99,181,0.009,70,0.001
,0,1,2,3,4,5,6,7,8
0,10022034248646,5,1413,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100008535126,5,443,67,0.98,0,0.0,1,0.02
,0,1,2,3,4,5,6,7,8
0,21384919085,5,124,63,0.98,0,0.0,1,0.02
,0,1,2,3,4,5,6,7,8
0,72482900675,5,124,63,0.98,0,0.0,1,0.02
,0,1,2,3,4,5,6,7,8
0,10025279539219,5,6,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025279539219,5,6,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,72482900677,5,124,63,0.98,0,0.0,1,0.02
,0,1,2,3,4,5,6,7,8
0,72482900678,5,124,63,0.98,0,0.0,1,0.02
,0,1,2,3,4,5,6,7,8
0,100008534802,5,550,86,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,10330331317,5,682,605,0.97,9,0.018,8,0.012
,0,1,2,3,4,5,6,7,8
0,10024544821866,5,2,2,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024347417047,5,17,10,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024239904058,5,14,4,0.8,1,0.2,0,0.0
,0,1,2,3,4,5,6,7,8
0,63056011121,5,1222,323,0.96,8,0.026,5,0.014
,0,1,2,3,4,5,6,7,8
0,10025230273481,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023350707645,5,121,28,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,72482900676,5,124,63,0.98,0,0.0,1,0.02
,0,1,2,3,4,5,6,7,8
0,100010923512,5,38559,6446,0.99,27,0.007,21,0.003
,0,1,2,3,4,5,6,7,8
0,10023350707646,5,121,28,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100008575160,5,477,92,0.96,2,0.03,1,0.01
,0,1,2,3,4,5,6,7,8
0,10020142611713,5,483,24,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023824110162,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,67805110378,5,146,32,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,69885831494,5,3,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024544821867,5,2,2,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025345548757,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100015446452,5,1924829,1004239,0.98,6977,0.015,5384,0.005
,0,1,2,3,4,5,6,7,8
0,100009728293,5,2037,351,0.98,4,0.015,2,0.005
,0,1,2,3,4,5,6,7,8
0,10022048415553,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,49213166530,5,109,77,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,48814976579,5,19,6,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,32345223370,5,119,59,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,40736176247,5,800,182,0.98,2,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,69099105468,5,175,47,0.94,1,0.02,2,0.04
,0,1,2,3,4,5,6,7,8
0,100016594910,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,68970504334,5,8,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024135752733,5,5,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,66694339313,4,36,5,0.83,0,0.0,1,0.17
,0,1,2,3,4,5,6,7,8
0,10024985104021,5,1,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,69099105465,5,175,47,0.94,1,0.02,2,0.04
,0,1,2,3,4,5,6,7,8
0,69099105465,5,175,47,0.94,1,0.02,2,0.04
,0,1,2,3,4,5,6,7,8
0,69099105464,5,175,47,0.94,1,0.02,2,0.04
,0,1,2,3,4,5,6,7,8
0,31897280867,5,2320,507,0.98,6,0.013,4,0.007
,0,1,2,3,4,5,6,7,8
0,70406593903,5,66,32,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024744383372,5,5,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025592478506,5,87,23,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100017151994,5,206,17,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023695435038,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024347046916,5,20,11,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023655923559,5,12960,1914,0.97,31,0.022,17,0.008
,0,1,2,3,4,5,6,7,8
0,1372193166,5,140,66,0.98,0,0.0,1,0.02
,0,1,2,3,4,5,6,7,8
0,100008534812,5,428,86,0.95,2,0.028,2,0.022
,0,1,2,3,4,5,6,7,8
0,65102048126,5,80242,16708,0.95,430,0.034,294,0.016
,0,1,2,3,4,5,6,7,8
0,10023586543836,5,2,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,69885831494,5,3,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025106942791,5,1,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10020652687696,5,60,52,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,19728494983,5,58,46,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023729820281,5,60,52,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023729820283,5,60,52,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100009576749,5,26455,19985,0.99,122,0.008,43,0.002
,0,1,2,3,4,5,6,7,8
0,10023483076007,5,720,123,0.97,0,0.0,3,0.03
,0,1,2,3,4,5,6,7,8
0,100000384053,5,149387,68832,0.98,494,0.017,258,0.003
,0,1,2,3,4,5,6,7,8
0,100001529693,5,68596,20535,0.98,243,0.013,158,0.007
,0,1,2,3,4,5,6,7,8
0,2427928,5,13650,7588,0.98,47,0.016,38,0.004
,0,1,2,3,4,5,6,7,8
0,2439349,5,88142,51498,0.99,215,0.008,123,0.002
,0,1,2,3,4,5,6,7,8
0,508518,5,441273,322035,0.99,1692,0.008,728,0.002
,0,1,2,3,4,5,6,7,8
0,10023483076009,5,720,123,0.97,0,0.0,3,0.03
,0,1,2,3,4,5,6,7,8
0,6111907,5,41707,20829,0.98,139,0.015,118,0.005
,0,1,2,3,4,5,6,7,8
0,100008429731,5,14616,1821,0.97,38,0.025,11,0.005
,0,1,2,3,4,5,6,7,8
0,100012329642,5,8674,1510,0.97,22,0.024,10,0.006
,0,1,2,3,4,5,6,7,8
0,100006765931,5,8670,1506,0.97,22,0.024,10,0.006
,0,1,2,3,4,5,6,7,8
0,10024755383954,5,158,29,0.96,0,0.0,1,0.04
,0,1,2,3,4,5,6,7,8
0,100010573444,5,91346,19308,0.98,136,0.016,84,0.004
,0,1,2,3,4,5,6,7,8
0,100012820574,5,16125,2593,0.98,23,0.014,17,0.006
,0,1,2,3,4,5,6,7,8
0,680533,5,77087,48985,0.99,255,0.008,107,0.002
,0,1,2,3,4,5,6,7,8
0,100007012975,5,16125,2593,0.98,23,0.014,17,0.006
,0,1,2,3,4,5,6,7,8
0,100002837219,5,15182,2826,0.99,13,0.007,11,0.003
,0,1,2,3,4,5,6,7,8
0,100010213192,5,28565,5662,0.98,75,0.014,38,0.006
,0,1,2,3,4,5,6,7,8
0,100014851470,5,61567,9704,0.97,131,0.021,95,0.009
,0,1,2,3,4,5,6,7,8
0,2439341,5,88142,51498,0.99,215,0.008,123,0.002
,0,1,2,3,4,5,6,7,8
0,10021612481519,5,195,43,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,2438528,5,88142,51498,0.99,215,0.008,123,0.002
,0,1,2,3,4,5,6,7,8
0,25611872147,5,1450,941,0.99,1,0.001,5,0.009
,0,1,2,3,4,5,6,7,8
0,2241630,5,7933,1736,0.97,26,0.022,16,0.008
,0,1,2,3,4,5,6,7,8
0,100009084885,5,61567,9704,0.97,131,0.021,95,0.009
,0,1,2,3,4,5,6,7,8
0,66214191564,5,4368,877,0.98,12,0.016,4,0.004
,0,1,2,3,4,5,6,7,8
0,69674973441,5,1736,315,0.97,2,0.006,6,0.024
,0,1,2,3,4,5,6,7,8
0,4023843,5,39017,18277,0.99,29,0.01,15,0.0
,0,1,2,3,4,5,6,7,8
0,100016270366,5,149382,68832,0.98,494,0.017,258,0.003
,0,1,2,3,4,5,6,7,8
0,10022237554997,5,34,5,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100005397707,5,23099,7567,0.98,50,0.015,39,0.005
,0,1,2,3,4,5,6,7,8
0,68373331505,5,15298,3092,0.97,37,0.011,39,0.019
,0,1,2,3,4,5,6,7,8
0,10022908874162,5,1,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100011878440,5,5204,855,0.97,16,0.025,5,0.005
,0,1,2,3,4,5,6,7,8
0,67431009156,5,171,48,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,6474287,5,103103,27459,0.99,166,0.008,73,0.002
,0,1,2,3,4,5,6,7,8
0,10021671341428,5,60,6,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,41884639558,5,417,59,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10021671080541,5,84,22,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023895273947,4,8,2,0.66,1,0.34,0,0.0
,0,1,2,3,4,5,6,7,8
0,56356392601,5,19675,4710,0.98,44,0.017,15,0.003
,0,1,2,3,4,5,6,7,8
0,100009308595,5,523,102,0.97,2,0.021,1,0.009
,0,1,2,3,4,5,6,7,8
0,10023957322930,5,13,2,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,67431009157,5,171,48,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10619540896,5,1319,697,0.96,8,0.011,15,0.029
,0,1,2,3,4,5,6,7,8
0,62354704592,5,4101,725,0.97,8,0.01,13,0.02
,0,1,2,3,4,5,6,7,8
0,10544226470,5,5583,4411,0.98,31,0.015,26,0.005
,0,1,2,3,4,5,6,7,8
0,100017182586,5,7907,1854,0.97,30,0.022,17,0.008
,0,1,2,3,4,5,6,7,8
0,40677285266,5,160,37,0.94,1,0.035,1,0.025
,0,1,2,3,4,5,6,7,8
0,100016719390,5,23098,7567,0.98,50,0.015,39,0.005
,0,1,2,3,4,5,6,7,8
0,62273413538,5,4101,725,0.97,8,0.01,13,0.02
,0,1,2,3,4,5,6,7,8
0,100008837674,5,7906,1853,0.97,30,0.022,17,0.008
,0,1,2,3,4,5,6,7,8
